Name,Condition,DisplayCondition,AccountA,AccountB,TaxFlag,AddDelFlag,TotalFlag,code,payflag,payvisible,Condition_Len,DisplayCondition_Len,ClickFlagStr,Condition_New
迟到扣款,"select ( ( isnull(( select latercount from SalarygongshiItem),0)  * ( isnull(( select latercount from SalarygongshiItem),0)  + 1 ) ) / 2 )  * 15 ","迟到扣款 = ( ( 迟到次数 * ( 迟到次数 + 1 ) ) / 2 )  * 15 ",NULL,NULL,0,0,NULL,01,0,1,NULL,NULL,"  ( ( isnull(latercount,0) * ( isnull(latercount,0) + 1 ) ) / 2 )  * 15 ",NULL
旷工扣款,"if isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  > 0 and isnull(( select top 1 isnull(岗位人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1     select isnull(( select top 1 isnull(平时出勤工资,0) from gongshiresult ),0)  / isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  * isnull(( select absentdays from SalarygongshiItem),0)   else if isnull(( select top 1 isnull(计时人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1     select isnull(( select top 1 isnull(小时工资,0) from gongshiresult ),0)  * isnull(( select absentdays from SalarygongshiItem),0)  / 8  else if isnull(( select top 1 isnull(计件人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1 and isnull(( select top 1 isnull(出勤时数,0) from gongshiresult ),0)  > 0     select isnull(( select top 1 isnull(计算月工资,0) from gongshiresult ),0)  / isnull(( select top 1 isnull(出勤时数,0) from gongshiresult ),0)  * isnull(( select absentdays from SalarygongshiItem),0)  / 8 ","if 公司满勤数 > 0 and 岗位人员 = 1 
   旷工扣款 = 平时出勤工资 / 公司满勤数 * 旷工天数 
else
if 计时人员 = 1 
   旷工扣款 = 小时工资 * 旷工天数 / 8 
else
if 计件人员 = 1 and 出勤时数 > 0 
   旷工扣款 = 计算月工资 / 出勤时数 * 旷工天数 / 8 ",NULL,NULL,0,0,NULL,06,0,1,NULL,NULL," case when isnull(公司满勤数,0) > 0 and isnull(岗位人员,0) = 1      then  isnull(平时出勤工资,0) / isnull(公司满勤数,0) * isnull(absentdays,0)    when  isnull(计时人员,0) = 1      then  isnull(小时工资,0) * isnull(absentdays,0) / 8    when  isnull(计件人员,0) = 1 and isnull(出勤时数,0) > 0      then  isnull(计算月工资,0) / isnull(出勤时数,0) * isnull(absentdays,0) / 8  end",NULL
考试工资,"if isnull(( select top 1 isnull(岗位人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select ( isnull(( select top 1 isnull(计算月工资,0) from gongshiresult ),0)  * isnull(( select top 1 isnull(考试得分,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  ) / 100  else  if isnull(( select top 1 isnull(DepartmentCode3,0) from employee e where e.id=EMPID),0)  = '动力装备部' or isnull(( select top 1 isnull(DepartmentCode4,0) from employee e where e.id=EMPID),0)  like '品质%' and isnull(( select top 1 isnull(计时人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select isnull(( select top 1 isnull(计算月工资,0) from gongshiresult ),0)  * isnull(( select top 1 isnull(考试得分,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  / 100  else  if isnull(( select top 1 isnull(DepartmentCode3,0) from employee e where e.id=EMPID),0)  = '销售中心' and isnull(( select top 1 isnull(出勤时数,0) from gongshiresult ),0)  >= isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  and isnull(( select top 1 isnull(计件人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select 4000 * isnull(( select top 1 isnull(考试得分,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  / 100  else  if isnull(( select top 1 isnull(DepartmentCode3,0) from employee e where e.id=EMPID),0)  = '销售中心' and isnull(( select top 1 isnull(出勤时数,0) from gongshiresult ),0)  < isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  and isnull(( select top 1 isnull(计件人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1 and isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  > 0  select 4000 * isnull(( select top 1 isnull(考试得分,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  / 100 * isnull(( select top 1 isnull(出勤时数,0) from gongshiresult ),0)  / isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)   else  if isnull(( select top 1 isnull(出勤时数,0) from gongshiresult ),0)  > isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  and ( isnull(( select top 1 isnull(计时人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1 or isnull(( select top 1 isnull(计件人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1 )  select 8000 * isnull(( select top 1 isnull(考试得分,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  / 100  else  if isnull(( select top 1 isnull(计时人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1 or isnull(( select top 1 isnull(计件人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1 and isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  > 0  select 8000 * isnull(( select top 1 isnull(考试得分,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  / 100 * isnull(( select top 1 isnull(出勤时数,0) from gongshiresult ),0)  / isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  ","if 岗位人员 = 1 
考试工资 = ( 计算月工资 * 考试得分 ) / 100 
else 
if 三级部门 = '动力装备部' or 四级部门 like '品质%' and 计时人员 = 1 
考试工资 = 计算月工资 * 考试得分 / 100 
else 
if 三级部门 = '销售中心' and 出勤时数 >= 公司满勤数 and 计件人员 = 1 
考试工资 = 4000 * 考试得分 / 100 
else 
if 三级部门 = '销售中心' and 出勤时数 < 公司满勤数 and 计件人员 = 1 and 公司满勤数 > 0 
考试工资 = 4000 * 考试得分 / 100 * 出勤时数 / 公司满勤数 
else 
if 出勤时数 > 公司满勤数 and ( 计时人员 = 1 or 计件人员 = 1 ) 
考试工资 = 8000 * 考试得分 / 100 
else 
if 计时人员 = 1 or 计件人员 = 1 and 公司满勤数 > 0 
考试工资 = 8000 * 考试得分 / 100 * 出勤时数 / 公司满勤数 ",NULL,NULL,0,1,NULL,06,0,1,NULL,NULL," case when isnull(岗位人员,0) = 1   then  ( isnull(计算月工资,0) * isnull(考试得分,0) ) / 100    when  isnull(DepartmentCode3,0) = '动力装备部' or isnull(DepartmentCode4,0) like '品质%' and isnull(计时人员,0) = 1   then  isnull(计算月工资,0) * isnull(考试得分,0) / 100    when  isnull(DepartmentCode3,0) = '销售中心' and isnull(出勤时数,0) >= isnull(公司满勤数,0) and isnull(计件人员,0) = 1   then  4000 * isnull(考试得分,0) / 100    when  isnull(DepartmentCode3,0) = '销售中心' and isnull(出勤时数,0) < isnull(公司满勤数,0) and isnull(计件人员,0) = 1 and isnull(公司满勤数,0) > 0   then  4000 * isnull(考试得分,0) / 100 * isnull(出勤时数,0) / isnull(公司满勤数,0)    when  isnull(出勤时数,0) > isnull(公司满勤数,0) and ( isnull(计时人员,0) = 1 or isnull(计件人员,0) = 1 )   then  8000 * isnull(考试得分,0) / 100    when  isnull(计时人员,0) = 1 or isnull(计件人员,0) = 1 and isnull(公司满勤数,0) > 0   then  8000 * isnull(考试得分,0) / 100 * isnull(出勤时数,0) / isnull(公司满勤数,0)  end",NULL
带薪年假工资,"if isnull(( select top 1 isnull(是否计算年假,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  <> 1     select 0  else if isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  > 0 and isnull(( select top 1 isnull(岗位人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select ( isnull(( select top 1 isnull(平时出勤工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(加班工资,0) from gongshiresult ),0)  ) / isnull(( select top 1 isnull(公司满勤数,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  * isnull(( select top 1 isnull(带薪年假天数,0) from gongshiresult ),0)   else  if isnull(( select top 1 isnull(计时人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select ( isnull(( select top 1 isnull(带薪年假天数,0) from gongshiresult ),0)  * 8 ) * isnull(( select top 1 isnull(小时工资,0) from gongshiresult ),0)   else  if isnull(( select top 1 isnull(计件人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select isnull(( select top 1 isnull(带薪年假天数,0) from gongshiresult ),0)  * 120 ","if 是否计算年假 <> 1 
   带薪年假工资 = 0 
else
if 公司满勤数 > 0 and 岗位人员 = 1 
带薪年假工资 = ( 平时出勤工资 + 加班工资 ) / 公司满勤数 * 带薪年假天数 
else 
if 计时人员 = 1 
带薪年假工资 = ( 带薪年假天数 * 8 ) * 小时工资 
else 
if 计件人员 = 1 
带薪年假工资 = 带薪年假天数 * 120 ",NULL,NULL,0,1,NULL,04,0,1,NULL,NULL," case when isnull(是否计算年假,0) <> 1      then  0    when  isnull(公司满勤数,0) > 0 and isnull(岗位人员,0) = 1   then  ( isnull(平时出勤工资,0) + isnull(加班工资,0) ) / isnull(公司满勤数,0) * isnull(带薪年假天数,0)    when  isnull(计时人员,0) = 1   then  ( isnull(带薪年假天数,0) * 8 ) * isnull(小时工资,0)    when  isnull(计件人员,0) = 1   then  isnull(带薪年假天数,0) * 120  end",NULL
应发合计,"if isnull(( select top 1 isnull(岗位人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select isnull(( select top 1 isnull(计算月工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(带薪年假工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(考核工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(季度考核工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(考试工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(销售产能工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(学历补贴,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(职称补贴,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(高温补贴,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(岗位津贴,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(交通补贴,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(夜班补贴,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(合理化提案,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(奖金,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(赔偿,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(迟到扣款,0) from gongshiresult ),0)  - isnull(( select top 1 isnull(其他扣款,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(旷工扣款,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(年终奖,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)   else  if isnull(( select top 1 isnull(计时人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select isnull(( select top 1 isnull(计算月工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(带薪年假工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(考评工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(季度考评工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(考试工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(学历补贴,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(职称补贴,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(高温补贴,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(岗位津贴,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(交通补贴,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(合理化提案,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(奖金,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(赔偿,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(迟到扣款,0) from gongshiresult ),0)  - isnull(( select top 1 isnull(其他扣款,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(旷工扣款,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(年终奖,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  else  if isnull(( select top 1 isnull(计件人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select isnull(( select top 1 isnull(计算月工资计件,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(带薪年假工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(考评工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(考试工资,0) from gongshiresult ),0)  - isnull(( select top 1 isnull(刀费扣款,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(刀费补贴,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(学历补贴,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(职称补贴,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(高温补贴,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(岗位津贴,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(交通补贴,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(合理化提案,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(奖金,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(赔偿,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(迟到扣款,0) from gongshiresult ),0)  - isnull(( select top 1 isnull(其他扣款,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(旷工扣款,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(年终奖,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  ","if 岗位人员 = 1 
应发合计 = 计算月工资 + 带薪年假工资 + 考核工资 + 季度考核工资 + 考试工资 + 销售产能工资 + 学历补贴 + 职称补贴 + 高温补贴 + 岗位津贴 + 交通补贴 + 夜班补贴 + 合理化提案 + 奖金 - 赔偿 - 迟到扣款 - 其他扣款 - 旷工扣款 + 年终奖 
else 
if 计时人员 = 1 
应发合计 = 计算月工资 + 带薪年假工资 + 考评工资 + 季度考评工资 + 考试工资 + 学历补贴 + 职称补贴 + 高温补贴 + 岗位津贴 + 交通补贴 + 合理化提案 + 奖金 - 赔偿 - 迟到扣款 - 其他扣款 - 旷工扣款 + 年终奖
else 
if 计件人员 = 1 
应发合计 = 计算月工资计件 + 带薪年假工资 + 考评工资 + 考试工资 - 刀费扣款 + 刀费补贴 + 学历补贴 + 职称补贴 + 高温补贴 + 岗位津贴 + 交通补贴 + 合理化提案 + 奖金 - 赔偿 - 迟到扣款 - 其他扣款 - 旷工扣款 + 年终奖 ",NULL,NULL,1,1,NULL,07,1,1,NULL,NULL," case when isnull(岗位人员,0) = 1   then  isnull(计算月工资,0) + isnull(带薪年假工资,0) + isnull(考核工资,0) + isnull(季度考核工资,0) + isnull(考试工资,0) + isnull(销售产能工资,0) + isnull(学历补贴,0) + isnull(职称补贴,0) + isnull(高温补贴,0) + isnull(岗位津贴,0) + isnull(交通补贴,0) + isnull(夜班补贴,0) + isnull(合理化提案,0) + isnull(奖金,0) - isnull(赔偿,0) - isnull(迟到扣款,0) - isnull(其他扣款,0) - isnull(旷工扣款,0) + isnull(年终奖,0)    when  isnull(计时人员,0) = 1   then  isnull(计算月工资,0) + isnull(带薪年假工资,0) + isnull(考评工资,0) + isnull(季度考评工资,0) + isnull(考试工资,0) + isnull(学历补贴,0) + isnull(职称补贴,0) + isnull(高温补贴,0) + isnull(岗位津贴,0) + isnull(交通补贴,0) + isnull(合理化提案,0) + isnull(奖金,0) - isnull(赔偿,0) - isnull(迟到扣款,0) - isnull(其他扣款,0) - isnull(旷工扣款,0) + isnull(年终奖,0)   when  isnull(计件人员,0) = 1   then  isnull(计算月工资计件,0) + isnull(带薪年假工资,0) + isnull(考评工资,0) + isnull(考试工资,0) - isnull(刀费扣款,0) + isnull(刀费补贴,0) + isnull(学历补贴,0) + isnull(职称补贴,0) + isnull(高温补贴,0) + isnull(岗位津贴,0) + isnull(交通补贴,0) + isnull(合理化提案,0) + isnull(奖金,0) - isnull(赔偿,0) - isnull(迟到扣款,0) - isnull(其他扣款,0) - isnull(旷工扣款,0) + isnull(年终奖,0)  end",NULL
扣款合计,"select 0 ","扣款合计 = 0 ",NULL,NULL,0,1,NULL,01,0,1,NULL,NULL,"  0 ",NULL
实发合计,"if isnull(( select top 1 isnull(岗位人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select isnull(( select top 1 isnull(应发合计,0) from gongshiresult ),0)  - isnull(( select top 1 isnull(社会保险公积金,0) from gongshiresult ),0)  - isnull(( select top 1 isnull(个人所得税,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(停发工资,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(已领当月工资,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(服装扣款,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(代扣水电费,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(代扣饭卡充值,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(一次性补偿金,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(扣个人借款,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(代扣税,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(股权激励个税扣款,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)   else  if isnull(( select top 1 isnull(计时人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1 or isnull(( select top 1 isnull(计件人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1  select isnull(( select top 1 isnull(应发合计,0) from gongshiresult ),0)  - isnull(( select top 1 isnull(社会保险公积金,0) from gongshiresult ),0)  - isnull(( select top 1 isnull(个人所得税,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(停发工资,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(已领当月工资,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(服装扣款,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(代扣水电费,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(代扣饭卡充值,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(一次性补偿金,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(扣个人借款,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  - isnull(( select top 1 isnull(代扣税,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  ","if 岗位人员 = 1 
实发合计 = 应发合计 - 社会保险公积金 - 个人所得税 - 停发工资 - 已领当月工资 - 服装扣款 - 代扣水电费 - 代扣饭卡充值 + 一次性补偿金 - 扣个人借款 - 代扣税 - 股权激励个税扣款 
else 
if 计时人员 = 1 or 计件人员 = 1 
实发合计 = 应发合计 - 社会保险公积金 - 个人所得税 - 停发工资 - 已领当月工资 - 服装扣款 - 代扣水电费 - 代扣饭卡充值 + 一次性补偿金 - 扣个人借款 - 代扣税 ",NULL,NULL,0,1,NULL,08,0,1,NULL,NULL," case when isnull(岗位人员,0) = 1   then  isnull(应发合计,0) - isnull(社会保险公积金,0) - isnull(个人所得税,0) - isnull(停发工资,0) - isnull(已领当月工资,0) - isnull(服装扣款,0) - isnull(代扣水电费,0) - isnull(代扣饭卡充值,0) + isnull(一次性补偿金,0) - isnull(扣个人借款,0) - isnull(代扣税,0) - isnull(股权激励个税扣款,0)    when  isnull(计时人员,0) = 1 or isnull(计件人员,0) = 1   then  isnull(应发合计,0) - isnull(社会保险公积金,0) - isnull(个人所得税,0) - isnull(停发工资,0) - isnull(已领当月工资,0) - isnull(服装扣款,0) - isnull(代扣水电费,0) - isnull(代扣饭卡充值,0) + isnull(一次性补偿金,0) - isnull(扣个人借款,0) - isnull(代扣税,0)  end",NULL
社会保险公积金,"select isnull(( select top 1 isnull(保险金扣款,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(医疗保险,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(失业保险,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(住房公积金,0) from gongshiresult ),0)  ","社会保险公积金 = 保险金扣款 + 医疗保险 + 失业保险 + 住房公积金 ",NULL,NULL,1,0,NULL,01,0,1,NULL,NULL,"  isnull(保险金扣款,0) + isnull(医疗保险,0) + isnull(失业保险,0) + isnull(住房公积金,0) ",NULL
基本工资,"if isnull(( select top 1 isnull(岗位人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1     select isnull(( select top 1 isnull(计算月工资,0) from gongshiresult ),0)   else if isnull(( select top 1 isnull(计件人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1     select isnull(( select top 1 isnull(计算月工资计件,0) from XZ_ChgItemPay where ID=EMPID and SelMonth=MYDATE),0)  + isnull(( select top 1 isnull(考评工资,0) from gongshiresult ),0)   else if isnull(( select top 1 isnull(计时人员,0) from XZ_FixItemPay where ID=EMPID and SelMonth=MYDATE),0)  = 1     select isnull(( select top 1 isnull(计算月工资,0) from gongshiresult ),0)  + isnull(( select top 1 isnull(考评工资,0) from gongshiresult ),0)  ","if 岗位人员 = 1 
   基本工资 = 计算月工资 
else
if 计件人员 = 1 
   基本工资 = 计算月工资计件 + 考评工资 
else
if 计时人员 = 1 
   基本工资 = 计算月工资 + 考评工资 ",NULL,NULL,0,1,NULL,07,0,1,NULL,NULL," case when isnull(岗位人员,0) = 1      then  isnull(计算月工资,0)    when  isnull(计件人员,0) = 1      then  isnull(计算月工资计件,0) + isnull(考评工资,0)    when  isnull(计时人员,0) = 1      then  isnull(计算月工资,0) + isnull(考评工资,0)  end",NULL
销售产能工资,"if isnull(( select top 1 isnull(岗位人员,0) from XZ_FixItemPay where ID=EMPID  and SelMonth=MYDATE),0)  = 1     select isnull(( select top 1 isnull(计算月工资,0) from gongshiresult ),0)  * ( isnull(( select top 1 isnull(销售产能系数,0) from XZ_ChgItemPay where ID=EMPID  and SelMonth=MYDATE),0)  - 1 ) ","if 岗位人员 = 1 
   销售产能工资 = 计算月工资 * ( 销售产能系数 - 1 ) ",NULL,NULL,0,1,NULL,06,0,1,NULL,NULL," case when isnull(岗位人员,0) = 1      then  isnull(计算月工资,0) * ( isnull(销售产能系数,0) - 1 )  end",NULL
专项扣除,"select isnull(( select top 1 isnull(个税专项抵扣合计,0) from gongshiresult ),0)  ","专项扣除 = 个税专项抵扣合计 ",NULL,NULL,0,1,NULL,02,0,1,NULL,NULL,"  isnull(个税专项抵扣合计,0) ",NULL
